"","SPECIES","GENERA","EPITHET","FAMILY","PHYLUM","EPILIST","FLORA","DATASET_CLASSIFICATION","BIOME","COUNTRY","WWF_ECOREGION"
"1063","Tillandsia bandensis","Tillandsia","bandensis","Bromeliaceae","Angiospermae","Epiphyte","Rupicolous","All","Cerrado; Chaco","Argentina; Paraguay","11, 13, 14, 15, 16, 22, 25"
"1064","Tillandsia bulbosa","Tillandsia","bulbosa","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 11, 23, 24"
"1065","Tillandsia caliginosa","Tillandsia","caliginosa","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina","13, 25"
"1066","Tillandsia castellanii","Tillandsia","castellanii","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina","13, 25"
"1067","Tillandsia complanata","Tillandsia","complanata","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Chaco","Argentina; Brazil","7, 10, 13, 14, 15, 25"
"1068","Tillandsia copynii","Tillandsia","copynii","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"1069","Tillandsia diaguitensis","Tillandsia","diaguitensis","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina; Paraguay","13, 16"
"1070","Tillandsia dura","Tillandsia","dura","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado; Pantanal","Brazil","11, 12"
"1071","Tillandsia duratii","Tillandsia","duratii","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco; Pantanal; Edge","Argentina; Bolivia; Brazil; Paraguay","7, 11, 12, 13, 14, 15, 16, 20, 21, 22, 25"
"1072","Tillandsia funebris","Tillandsia","funebris","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco; Edge","Argentina; Bolivia; Paraguay","13, 16, 20, 25"
"1073","Tillandsia gardneri","Tillandsia","gardneri","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado; Edge","Brazil","1, 5, 6, 7, 8, 9, 11, 20, 23, 24"
"1074","Tillandsia geminiflora","Tillandsia","geminiflora","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Brazil","1, 5, 6, 7, 9, 11, 16, 23"
"1075","Tillandsia gilliesii","Tillandsia","gilliesii","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Chaco","Argentina","13, 15"
"1076","Tillandsia globosa","Tillandsia","globosa","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","6, 7"
"1077","Tillandsia heliconioides","Tillandsia","heliconioides","Bromeliaceae","Angiospermae","Unknown","Epiphyte","All","Cerrado","Brazil","11"
"1078","Tillandsia ixioides","Tillandsia","ixioides","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Chaco","Argentina; Paraguay","13, 14, 16, 22, 25"
"1079","Tillandsia jucunda","Tillandsia","jucunda","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina","13, 25"
"1080","Tillandsia juncea","Tillandsia","juncea","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Terrestrial","All","Caatinga; Cerrado","Brazil","6, 7, 8, 11, 23, 24"
"1081","Tillandsia kegeliana","Tillandsia","kegeliana","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","7"
"1082","Tillandsia linearis","Tillandsia","linearis","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"1083","Tillandsia loliacea","Tillandsia","loliacea","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado; Chaco; Pantanal; Edge","Argentina; Bolivia; Brazil; Paraguay","1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 20, 21, 22, 24, 25"
"1084","Tillandsia lorentziana","Tillandsia","lorentziana","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado; Chaco; Pantanal; Edge","Argentina; Bolivia; Brazil; Paraguay","5, 7, 11, 12, 13, 14, 15, 16, 20, 25"
"1085","Tillandsia mallemontii","Tillandsia","mallemontii","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 11"
"1086","Tillandsia minutiflora","Tillandsia","minutiflora","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina; Bolivia; Paraguay","13, 14, 15, 25"
"1087","Tillandsia mollis","Tillandsia","mollis","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina","10"
"1088","Tillandsia myosura","Tillandsia","myosura","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina","13, 14, 15, 25"
"1089","Tillandsia paraensis","Tillandsia","paraensis","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","5, 7, 11"
"1090","Tillandsia parvispica","Tillandsia","parvispica","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","5, 7, 17"
"1091","Tillandsia peiranoi","Tillandsia","peiranoi","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina","13, 25"
"1092","Tillandsia pohliana","Tillandsia","pohliana","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado; Chaco; Pantanal","Argentina; Brazil","1, 5, 6, 7, 9, 11, 13, 16, 17, 21"
"1093","Tillandsia polystachia","Tillandsia","polystachia","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado; Edge","Brazil","5, 6, 7, 8, 9, 11, 20, 23, 24"
"1094","Tillandsia porongoensis","Tillandsia","porongoensis","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina","13"
"1095","Tillandsia ramellae","Tillandsia","ramellae","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Paraguay","13"
"1096","Tillandsia rectangula","Tillandsia","rectangula","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina","13, 14"
"1097","Tillandsia recurvata","Tillandsia","recurvata","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado; Chaco","Argentina; Bolivia; Brazil; Paraguay","1, 5, 6, 7, 8, 9, 11, 13, 14, 16, 22, 23, 24, 25"
"1098","Tillandsia recurvifolia","Tillandsia","recurvifolia","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado; Chaco","Argentina; Brazil; Paraguay","5, 7, 11, 13, 14, 16, 22, 25"
"1099","Tillandsia reichenbachii","Tillandsia","reichenbachii","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina; Bolivia; Paraguay","13, 16, 25"
"1100","Tillandsia retorta","Tillandsia","retorta","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina","13, 14, 15, 25"
"1101","Tillandsia setacea","Tillandsia","setacea","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado; Chaco; Pantanal","Argentina; Bolivia; Brazil; Paraguay","10, 11, 12, 13, 14, 15, 21, 25"
"1102","Tillandsia sp.","Tillandsia",NA,"Bromeliaceae","Angiospermae",NA,NA,"Paper exclusive","Caatinga","Brazil","7"
"1103","Tillandsia sprengeliana","Tillandsia","sprengeliana","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga","Brazil","5, 6, 7"
"1104","Tillandsia streptocarpa","Tillandsia","streptocarpa","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado; Chaco; Pantanal; Edge","Argentina; Bolivia; Brazil; Paraguay","1, 3, 5, 6, 7, 8, 9, 11, 12, 13, 16, 17, 20, 21, 25"
"1105","Tillandsia stricta","Tillandsia","stricta","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado; Chaco; Edge","Brazil; Paraguay","5, 6, 7, 8, 9, 11, 16, 20, 23, 24"
"1106","Tillandsia suratii","Tillandsia","suratii","Bromeliaceae","Angiospermae","Unknown","Epiphyte","All","Chaco","Argentina","16"
"1107","Tillandsia tenebra","Tillandsia","tenebra","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina","13"
"1108","Tillandsia tenuifolia","Tillandsia","tenuifolia","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado; Chaco; Pantanal; Edge","Argentina; Brazil; Paraguay","1, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 20, 23, 24, 25"
"1109","Tillandsia tricholepis","Tillandsia","tricholepis","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco; Pantanal; Edge","Argentina; Bolivia; Brazil; Paraguay","1, 6, 7, 11, 13, 14, 15, 16, 20, 21, 22, 25"
"1110","Tillandsia usneoides","Tillandsia","usneoides","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco; Edge","Argentina; Brazil; Paraguay","5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 20, 23, 24, 25"
"1111","Tillandsia variabilis","Tillandsia","variabilis","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Pantanal","Brazil","12"
"1112","Tradescantia sp.","Tradescantia",NA,"Commelinaceae","Angiospermae",NA,NA,"Paper exclusive","Cerrado","Brazil","11"
"1113","Tradescantia zanonia","Tradescantia","zanonia","Commelinaceae","Angiospermae","Unknown","Terrestrial","Paper exclusive accidental","Cerrado","Brazil","1"
"1114","Trichilia claussenii","Trichilia","claussenii","Meliaceae","Angiospermae","Unknown","Terrestrial","Paper exclusive accidental","Cerrado","Brazil","11"
"1115","Trichocentrum albococcineum","Trichocentrum","albococcineum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"1116","Trichocentrum cepula","Trichocentrum","cepula","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco; Pantanal","Argentina; Brazil; Paraguay","2, 5, 7, 8, 11, 12, 16, 17, 18, 21, 22, 23"
"1117","Trichocentrum fuscum","Trichocentrum","fuscum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Pantanal","Brazil","7, 8, 11, 12"
"1118","Trichocentrum jonesianum","Trichocentrum","jonesianum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado; Chaco; Pantanal","Brazil; Paraguay","5, 11, 12, 16"
"1119","Trichocentrum morenoi","Trichocentrum","morenoi","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado; Chaco; Pantanal; Edge","Bolivia; Brazil; Paraguay","11, 12, 13, 18, 20"
"1120","Trichocentrum nanum","Trichocentrum","nanum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"1121","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco; Edge","Argentina; Brazil; Paraguay","1, 3, 6, 7, 11, 16, 20, 22"
"1122","Trichocentrum sprucei","Trichocentrum","sprucei","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Pantanal","Brazil","7, 11, 12, 18"
"1123","Trichomanes accedens","Trichomanes","accedens","Hymenophyllaceae","Pteridophyte","Epiphyte","Epiphyte; Terrestrial","All","Caatinga; Cerrado","Brazil","7, 11"
"1124","Trichomanes anadromum","Trichomanes","anadromum","Hymenophyllaceae","Pteridophyte","Epiphyte","Epiphyte","All","Cerrado","Brazil","6, 9, 11"
"1125","Trichomanes ankersii","Trichomanes","ankersii","Hymenophyllaceae","Pteridophyte","Epiphyte","Hemiepiphyte","All","Cerrado; Pantanal","Brazil","11, 21"
"1126","Trichomanes arbuscula","Trichomanes","arbuscula","Hymenophyllaceae","Pteridophyte","Epiphyte","Epiphyte; Rupicolous; Terrestrial","All","Caatinga; Cerrado","Brazil","6, 11"
"1127","Trichomanes bicorne","Trichomanes","bicorne","Hymenophyllaceae","Pteridophyte","Epiphyte","Epiphyte; Rupicolous","All","Cerrado","Brazil","11"
"1128","Trichomanes crispum","Trichomanes","crispum","Hymenophyllaceae","Pteridophyte","Epiphyte","Epiphyte; Terrestrial","All","Caatinga; Cerrado; Chaco","Brazil; Paraguay","5, 7, 11, 16"
"1129","Trichomanes martiusii","Trichomanes","martiusii","Hymenophyllaceae","Pteridophyte","Epiphyte","Epiphyte; Terrestrial","All","Caatinga; Cerrado","Brazil","7, 11"
"1130","Trichomanes pellucens","Trichomanes","pellucens","Hymenophyllaceae","Pteridophyte","Epiphyte","Epiphyte; Terrestrial","All","Cerrado","Brazil","6, 11"
"1131","Trichomanes pilosum","Trichomanes","pilosum","Hymenophyllaceae","Pteridophyte","Epiphyte","Epiphyte; Rupicolous; Terrestrial","All","Caatinga; Cerrado; Chaco; Pantanal","Bolivia; Brazil; Paraguay","3, 5, 6, 7, 9, 11, 12, 16, 21"
"1132","Trichomanes polypodioides","Trichomanes","polypodioides","Hymenophyllaceae","Pteridophyte","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Brazil; Paraguay","6, 7, 9, 11, 16"
"1133","Trichomanes robustum","Trichomanes","robustum","Hymenophyllaceae","Pteridophyte","Epiphyte","Terrestrial","All","Caatinga; Cerrado","Brazil","7, 11"
"1134","Trichosalpinx montana","Trichosalpinx","montana","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"1135","Tridax procumbens","Tridax","procumbens","Asteraceae","Angiospermae","Unknown","Terrestrial","Paper exclusive accidental","Edge","Brazil","20"
"1136","Trizeuxis falcata","Trizeuxis","falcata","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","7, 8"
"1137","Utricularia jamesoniana","Utricularia","jamesoniana","Lentibulariaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","7, 8"
"1138","Utricularia reniformis","Utricularia","reniformis","Lentibulariaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous; Terrestrial","All","Cerrado","Brazil","9, 11"
"1139","Vandenboschia radicans","Vandenboschia","radicans","Hymenophyllaceae","Pteridophyte","Hemiepiphyte","Hemiepiphyte; Rupicolous; Terrestrial","All","Cerrado; Chaco; Edge","Brazil; Paraguay","11, 16, 20"
"1140","Vanilla angustipetala","Vanilla","angustipetala","Orchidaceae","Angiospermae","Unknown","Hemiepiphyte","All","Cerrado; Chaco","Argentina; Brazil","9, 16"
"1141","Vanilla bahiana","Vanilla","bahiana","Orchidaceae","Angiospermae","Unknown","Hemiepiphyte","All","Caatinga; Cerrado","Brazil","5, 6, 7, 11, 24"
"1142","Vanilla chamissonis","Vanilla","chamissonis","Orchidaceae","Angiospermae","Unknown","Hemiepiphyte","All","Caatinga; Cerrado; Chaco","Brazil; Paraguay","1, 7, 9, 11, 16, 24"
"1143","Vanilla edwallii","Vanilla","edwallii","Orchidaceae","Angiospermae","Unknown","Hemiepiphyte","All","Cerrado","Brazil","11"
"1144","Vanilla mexicana","Vanilla","mexicana","Orchidaceae","Angiospermae","Unknown","Hemiepiphyte","All","Cerrado","Brazil","11"
"1145","Vanilla ovata","Vanilla","ovata","Orchidaceae","Angiospermae","Unknown","Hemiepiphyte","All","Cerrado","Brazil","11"
"1146","Vanilla palmarum","Vanilla","palmarum","Orchidaceae","Angiospermae","Epiphyte","Hemiepiphyte","All","Caatinga; Cerrado; Pantanal","Brazil","5, 6, 7, 8, 9, 11, 12, 17, 18, 21, 24"
"1147","Vanilla planifolia","Vanilla","planifolia","Orchidaceae","Angiospermae","Unknown","Hemiepiphyte","All","Caatinga; Cerrado","Brazil","7, 11, 17"
"1148","Vanilla pompona","Vanilla","pompona","Orchidaceae","Angiospermae","Unknown","Hemiepiphyte","All","Caatinga; Cerrado","Brazil","6, 7, 11, 17, 23"
"1149","Vanilla schwackeana","Vanilla","schwackeana","Orchidaceae","Angiospermae","Unknown","Hemiepiphyte","All","Caatinga","Brazil","23, 24"
"1150","Vittaria graminifolia","Vittaria","graminifolia","Pteridaceae","Pteridophyte","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Argentina; Brazil","5, 6, 7, 9, 11, 16"
"1151","Vittaria lineata","Vittaria","lineata","Pteridaceae","Pteridophyte","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco; Pantanal; Edge","Argentina; Bolivia; Brazil; Paraguay","5, 6, 7, 8, 11, 12, 16, 20, 23, 24"
"1152","Vriesea atra","Vriesea","atra","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","7"
"1153","Vriesea baturitensis","Vriesea","baturitensis","Bromeliaceae","Angiospermae","Unknown","Epiphyte","All","Caatinga","Brazil","7, 8"
"1154","Vriesea bituminosa","Vriesea","bituminosa","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Terrestrial","All","Caatinga; Cerrado","Brazil","7, 8, 9, 11"
"1155","Vriesea cearensis","Vriesea","cearensis","Bromeliaceae","Angiospermae","Epiphyte","Rupicolous","All","Caatinga","Brazil","7, 8"
"1156","Vriesea ensiformis","Vriesea","ensiformis","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","6, 7"
"1157","Vriesea friburgensis","Vriesea","friburgensis","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Argentina; Brazil; Paraguay","5, 6, 7, 9, 11, 13, 16, 22, 25"
"1158","Vriesea gelatinosa","Vriesea","gelatinosa","Bromeliaceae","Angiospermae","Unknown","Epiphyte; Rupicolous; Terrestrial","All","Caatinga","Brazil","7"
"1159","Vriesea gracilior","Vriesea","gracilior","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","7"
"1160","Vriesea guttata","Vriesea","guttata","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","9"
"1161","Vriesea incurvata","Vriesea","incurvata","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"1162","Vriesea jonghei","Vriesea","jonghei","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous; Terrestrial","All","Caatinga","Brazil","7"
"1163","Vriesea longicaulis","Vriesea","longicaulis","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","6, 7"
"1164","Vriesea maxoniana","Vriesea","maxoniana","Bromeliaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina; Bolivia","10, 13, 25"
"1165","Vriesea oligantha","Vriesea","oligantha","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado; Edge","Brazil","5, 6, 7, 9, 11, 20"
"1166","Vriesea platynema","Vriesea","platynema","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous; Terrestrial","All","Caatinga; Cerrado","Brazil","7, 8, 11"
"1167","Vriesea portentosa","Vriesea","portentosa","Bromeliaceae","Angiospermae","Unknown","Epiphyte; Terrestrial","All","Cerrado","Brazil","11"
"1168","Vriesea procera","Vriesea","procera","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado; Chaco","Argentina; Brazil","5, 6, 7, 9, 11, 16, 23, 24"
"1169","Vriesea pseudoligantha","Vriesea","pseudoligantha","Bromeliaceae","Angiospermae","Unknown","Epiphyte; Rupicolous","All","Caatinga","Brazil","5, 7"
"1170","Vriesea recurvata","Vriesea","recurvata","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Chaco","Argentina; Brazil","7, 13, 16, 25"
"1171","Vriesea rodigasiana","Vriesea","rodigasiana","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 8, 11, 24"
"1172","Vriesea saxicola","Vriesea","saxicola","Bromeliaceae","Angiospermae","Unknown","Rupicolous","Paper exclusive accidental","Cerrado","Brazil","11"
"1173","Vriesea scalaris","Vriesea","scalaris","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","6, 7, 9"
"1174","Vriesea schwackeana","Vriesea","schwackeana","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","6, 9"
"1175","Vriesea simplex","Vriesea","simplex","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","5, 6, 7, 11"
"1176","Vriesea sp.","Vriesea",NA,"Bromeliaceae","Angiospermae",NA,NA,"Paper exclusive","Cerrado","Brazil","11"
"1177","Vriesea taritubensis","Vriesea","taritubensis","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Terrestrial","All","Cerrado","Brazil","11"
"1178","Vriesea vagans","Vriesea","vagans","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","Paper exclusive accidental","Cerrado","Brazil","11"
"1179","Vriesea wawranea","Vriesea","wawranea","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Terrestrial","All","Caatinga","Brazil","7"
"1180","Wallisia anceps","Wallisia","anceps","Gentianaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","7"
"1181","Warmingia eugenii","Warmingia","eugenii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
